1.0101,"Agric Bus & Mgmt, Genl",1.0101,"Agricultural Business & Management, General"
17.0208,Nuclear Medical Technol,51.0905,Nuclear Medical Technology/Technician
17.0209,Radiologic (Med) Tech,51.0907,Medical Radiologic Technology/Technician
17.0210,Respiratory Ther Tech,51.0908,Respiratory Therapy Technician
17.0211,Surgical Technology,51.0909,Surgical/Operating Room Technician
17.0299,"Diag & Treat Serv, Oth",51.0999,"Health & Medical Diagnostic & Treatment Services, Other"
17.0301,Blood Bank Technology,51.1001,Blood Bank Technology/Technician
17.0303,Clinical Animal Technol,51.1099,"Health & Medical Laboratory Tech/Technicians, Other"
17.0309,Medical Lab Technology,51.1004,Medical Laboratory Technician
17.0310,Medical Technology,51.1005,Medical Technology
17.0399,"Medical Lab Tech, Other",51.1099,"Health & Medical Laboratory Tech/Technicians, Other"
17.0402,Community Health Work,51.0301,Community Health Liaison
17.0406,Ment Hlth/Hum Svcs Tech,51.1502,Psychiatric/Mental Health Services Technician
17.0407,Rehabilitation Counsel,51.2310,Vocational Rehabilitation Counseling
17.0499,Mental Health/Human Ser,51.0301,Community Health Liaison
17.0503,Medical Assisting,51.0801,Medical Assistant
17.0505,Medical Office Mgmt,51.0705,Medical Office Management
17.0506,Medical Records Technol,51.0707,Medical Records Technology/Technician
17.0508,Physician Assistant,51.0807,Physician Assistant
17.0605,Practical Nursing,51.1613,Practical Nurse (L.P.N.)
17.0699,"Nursing-Related Ser, Ot",51.1699,"Nursing, Other"
17.0705,Optometric Technology,51.1802,Optical Technician/Assistant
17.0801,Art Therapy,51.2301,Art Therapy
17.0806,Music Therapy,51.2305,Music Therapy
17.0807,Occupational Therapy,51.2306,Occupational Therapy
17.0808,"Occupational Ther, Oth",51.0803,Occupational Therapy Assistant
17.0813,Physical Therapy,51.2308,Physical Therapy
17.0815,Physical Therapy Asst,51.0806,Physical Therapy Assistant
17.0816,Recreational Therapy,51.2309,Recreational Therapy
17.0818,Respiratory Therapy,51.0908,Respiratory Therapy Technician
17.0899,Rehabilitation Services,51.2399,"Rehabilitation/Therapeutic Services, Other"
17.9999,"Allied Health, Other",51.9999,"Health Professions & Related Sciences, Other"
18.0101,Audiology,51.0202,Audiology/Hearing Sciences
18.0102,Speech Pathology,51.0203,Speech-Language Pathology
18.0103,Speech-Language Path,51.0204,Speech Pathology & Audiology
18.0401,"Dentistry, General",51.0401,"Dentistry (D.D.S., D.M.D.)"
18.0701,Health Services Adminis,51.0701,Health Systems/Health Services Administration
18.0703,Medical Records Adminis,51.0706,Medical Records Administration
18.0799,Health Services Adminis,51.0799,"Health & Medical Administrative Services, Other"
18.0901,Medical Technology,51.1005,Medical Technology
18.1001,"Medicine, General",51.1201,Medicine (M.D.)
18.1101,"Nursing, General",51.1601,Nursing (R.N.Training)
18.1102,Anesthetist,51.1604,Nursing Anesthetist (Post-R.N.)
18.1105,Nursing Administration,51.1602,Nursing Administration (Post-R.N.)
18.1107,Public Health,51.1611,"Nursing, Public Health (Post-R.N)"
18.1199,"Nursing, Other",51.1699,"Nursing, Other"
18.1401,Pharmacy,51.2001,"Pharmacy (B.Pharm., Pharm.D.)"
18.1701,Pre-Dentistry,51.1101,Pre-Dentistry Studies
18.1801,Pre-Medicine,51.1102,Pre-Medicine Studies
18.2001,Pre-Veterinary Med,51.1104,Pre-Veterinary Studies
18.2202,Public Health Lab Sci,51.2203,Epidemiology
18.2203,Public Health Education,51.2207,Public Health Education & Promotion
18.2204,"Public Hlth, Prac & Mgm",51.2201,"Public Health, General"
18.2299,"Public Health, Other",51.2299,"Public Health, Other"
18.2401,Veterinary Medicine,51.2401,Veterinary Medicine (D.V.M.)
18.9999,"Health Sciences, Other",51.9999,"Health Professions & Related Sciences, Other"
19.0101,"Home Economics, General",19.0101,"Home Economics, General"
19.0201,Business Home Economics,19.0201,Business Home Economics
19.0301,Family/Comm Services,19.0301,Family & Community Studies
19.0401,Family/Consumer Res Mgm,19.0401,Family Resource Management Studies
19.0402,Consumer Science,19.0402,Consumer Economics & Science
19.0501,Food Sci & Human Nutr,19.0501,"Foods & Nutrition Studies, General"
19.0503,Dietetics/Human Nutrit,19.0503,Dietetics/Human Nutritional Services
19.0599,Foods & Nutrition,19.0599,"Foods & Nutrition Studies, Other"
19.0601,Human Env & Housing,19.0601,"Housing Studies, General"
19.0603,Housing,19.0603,Interior Environments
19.0701,Individual & Family Dev,19.0701,"Individual & Family Development Studies, General"
19.0705,Gerontological Services,19.0705,Gerontological Services
19.0901,"Text & Clothing, Genl",19.0901,Clothing/Apparel & Textile Studies
19.0902,Fashion Design,50.0407,Fashion Design & Illustration
19.9999,Hotel/Rest./Inst. Mgmt.,19.9999,"Home Economics, Other"
20.0301,"Clothing, Apparel & Tex",20.0301,"Clothing, Apparel & Textile Workers & Managers, General"
20.0406,Food Service,20.0409,Institutional Food Services Administrator
22.0101,Law,22.0101,"Law (L.L.B., J.D.)"
22.0102,Pre-Law,22.0102,Pre-Law Studies
22.0103,Legal Asssiting,22.0103,Paralegal/Legal Assistant
22.0199,"Law, Other",22.0199,"Law & Legal Studies, Other"
23.0101,"English, General",23.0101,"English Language & Literature, General"
23.0201,Classics,16.1201,Classics & Classical Languages & Literatures
23.0301,Comparative Literature,23.0301,Comparative Literature
23.0501,Creative Writing,23.0501,English Creative Writing
23.0601,"Linguistics (Incl Phon,",16.0102,Linguistics
23.0801,"Literature, English",23.0801,English Literature (British & Commonwealth)
23.1001,"Speech, Debate & Foren",23.1001,Speech & Rhetorical Studies
23.1101,Tech & Scientific Comm,23.1101,English Technical & Business Writing
23.9999,"Letters, Other",23.9999,"English Language & Literature/Letters, Other"
24.0101,Liberal Arts & Sciences,24.0101,Liberal Arts & Sciences/Liberal Studies
24.0102,General Studies,24.0102,General Studies
24.0199,Liberal/General Studies,24.0199,"Liberal Arts & Sci, General Studies & Humanities, Other"
25.0201,Archival Science,45.0805,Public/Applied History & Archival Administration
25.0301,Library Assisting,25.0301,Library Assistant
25.0401,Library Science,25.0101,Library Science/Librarianship
26.0101,"Biology, General",26.0101,"Biology, General"
26.0201,Biochemistry & Biophysi,26.0202,Biochemistry
26.0301,"Botany, General",26.0301,"Botany, General"
26.0304,"Genetics, Plant/Animal",26.0613,"Genetics, Plant & Animal"
26.0305,Plant Pathology,26.0305,Plant Pathology
26.0501,Microbiology,26.0501,Microbiology/Bacteriology
26.0601,Anatomy,26.0601,Anatomy
26.0602,Biometrics & Biostatist,26.0615,Biostatistics
26.0603,Ecology,26.0603,Ecology
26.0607,Marine Biology,26.0607,Marine/Aquatic Biology
26.0608,Neurosciences,26.0608,Neuroscience
26.0699,Biomedical Sciences,26.0699,"Miscellaneous Biological Specializations, Other"
26.0701,"Zoology, General",26.0701,"Zoology, General"
26.0702,Entomology,26.0702,Entomology
26.0703,"Genetics, Human & Anima",26.0613,"Genetics, Plant & Animal"
26.0704,"Pathology, Human & Anim",26.0704,"Pathology, Human & Animal"
26.0705,"Pharmacol, Human & Anim",26.0705,"Pharmacology, Human & Animal"
26.0706,"Physiology, Human & Ani",26.0706,"Physiology, Human & Animal"
26.9999,"Life Sciences, Other",26.9999,"Biological Sciences/Life Sciences, Other"
27.0101,"Mathematics, General",27.0101,Mathematics
27.0301,Applied Mathematics,27.0301,"Applied Mathematics, General"
27.0501,Statistics,27.0501,Mathematical Statistics
27.9999,"Mathematics, Other",27.9999,"Mathematics, Other"
29.9999,"Military Tech, Other",29.0101,Military Technologies
30.0101,Biol & Physical Science,30.0101,Biological & Physical Sciences
30.0201,Clinical Pastoral Care,39.0701,Pastoral Counseling & Specialized Ministries
30.0301,Engineering & Other Dis,30.9999,"Multi/Interdisciplinary Studies, Other"
30.0401,Humanities & Social Sci,24.0103,Humanities/Humanistic Studies
30.0501,Peace and Conflict Stud,30.0501,Peace & Conflict Studies
30.0701,"Women""s Studies",5.0207,Women's Studies
30.0801,Math & Computer Science,30.0801,Mathematics & Computer Science
30.9999,Multi/Interdisciplinary,30.9999,"Multi/Interdisciplinary Studies, Other"
31.0101,"Parks & Recreation, Gen",31.0101,"Parks, Recreation & Leisure Studies"
31.0201,Outdoor Recreation,31.0101,"Parks, Recreation & Leisure Studies"
31.0301,Parks & Rec Management,31.0301,"Parks, Recreation & Leisure Facilities Management"
31.9999,"Parks & Recreation, Oth",31.9999,"Parks, Recreation, Leisure & Fitness Studies, Other"
34.0199,"Health Rel Activit, Oth",34.0199,"Health-Related Knowledge & Skills, Other"
36.0108,Sports/Physical Educ,31.0501,"Health & Physical Education, General"
38.0101,Philosophy,38.0101,Philosophy
38.0201,Religion,38.0201,Religion/Religious Studies
38.9999,"Philosophy & Religion,",38.9999,"Philosophy & Religion, Other"
39.0201,Bible Studies,39.0201,Bible/Biblical Studies
39.0301,Missionary Studies,39.0301,Missions/Missionary Studies & Misology
39.0401,Religious Education,39.0401,Religious Education
39.0501,Religious Music,39.0501,Religious/Sacred Music
39.0601,Theological Studies,39.0601,Theology/Theological Studies
39.9999,"Theology, Other",39.9999,"Theological Studies & Religious Vocations, Other"
40.0101,"Physical Sciences, Gen.",40.0101,"Physical Sciences, General"
40.0201,Astronomy,40.0201,Astronomy
40.0501,"Chemistry, General",40.0501,"Chemistry, General"
40.0505,Pharmaceutical Chemistr,40.0505,Medicinal/Pharmaceutical Chemistry
40.0601,Geology,40.0601,Geology
40.0603,Geophysics & Seismology,40.0603,Geophysics & Seismology
40.0699,"Geology, Other*",40.0699,"Geological & Related Sciences, Other"
40.0702,Oceanography,40.0702,Oceanography
40.0703,Earth Science,40.0703,Earth & Planetary Sciences
40.0801,"Physics, General",40.0801,"Physics, General"
40.0899,"Physics, Other",40.0899,"Physics, Other"
40.9999,"Physical Sciences, Oth",40.9999,"Physical Sciences, Other"
41.0101,Biological Tech/Technic,41.0101,Biological Technology/Technician
41.0299,"Nuclear Tech, Other",41.0299,"Nuclear & Industrial Radiologic Tech/Technicians, Other"
41.9999,"Science Tech, Other",41.9999,"Science Technologies/Technicians, Other"
42.0101,"Psychology, General",42.0101,"Psychology, General"
42.0201,Clinical Psychology,42.0201,Clinical Psychology
42.0301,Cognitive Science*,42.0301,Cognitive Psychology & Psycholinguistics
42.0401,Community Psychology,42.0401,Community Psychology
42.0601,Counseling Psychology,42.0601,Counseling Psychology
42.0901,Industrial & Organizati,42.0901,Industrial & Organizational Psychology
42.1101,Physiolog Psy/Psychobio,42.1101,Physiological Psychology/Psychobiology
42.9999,"Psychology, Other",42.9999,"Psychology, Other"
43.0103,Criminal Justice Admini,43.0103,Criminal Justice/Law Enforcement Administration
43.0104,Criminal Justice Studie,43.0104,Criminal Justice Studies
43.0106,Forensic Studies,43.0106,Forensic Technology/Technician
43.0107,Law Enforcement,43.0107,Law Enforcement/Police Science
43.0108,Law Enforcement Admin,43.0103,Criminal Justice/Law Enforcement Administration
43.0199,"Criminal Justice, Other",43.0199,"Corrections & Criminal Justice, Other"
43.0299,"Fire Protection, Other",43.0299,"Fire Protection, Other"
43.9999,"Protective Services, Ot",43.9999,"Protective Services, Other"
44.0101,"Public Affairs, General",44.0401,Public Administration
44.0201,"Comm Org, Res & Serv",44.0201,"Community Organization, Resources & Services"
44.0401,Public Administration,44.0401,Public Administration
44.0501,Public Policy Studies,44.0501,Public Policy Analysis
44.0701,"Social Work, General",44.0701,Social Work
44.0702,Medical Social Work,51.1503,Clinical & Medical Social Work
44.0799,"Social Work, Other",44.0701,Social Work
44.9999,"Public Affairs, Other",44.9999,"Public Administration & Services, Other"
45.0101,"Social Sciences, Genera",45.0101,"Social Sciences, General"
45.0201,Anthropology,45.0201,Anthropology
45.0301,Archeology,45.0301,Archeology
45.0401,Criminology,45.0401,Criminology
45.0601,Economics,45.0601,"Economics, General"
45.0701,Geography,45.0701,Geography
45.0801,History,45.0801,"History, General"
45.0901,International Relations,45.0901,International Relations & Affairs
45.1001,Political Science & Gov,45.1001,"Political Science & Government, General"
45.1101,Sociology,45.1101,Sociology
45.1201,Urban Studies,45.1201,Urban Studies/Affairs
45.9999,"Social Sciences, Other",45.9999,"Social Sciences, Other"
46.0499,Misc Const & Prop Maint,46.0499,"Construction & Building Finishers & Managers, Other"
47.0104,Computer Network Tech,47.0104,Computer Installer & Repairer
47.0301,Ind Equip Maint & Rep,47.0399,"Industrial Equipment Maintenance & Repairers, Other"
47.0404,Musical Instr Repair,47.0404,Musical Instrument Repairer
47.0607,"Aircraft Tech, Airframe",47.0607,Aircraft Mechanic/Technician Airframe
47.0608,"Aircraft Tech, Pwr Plnt",47.0608,Aircraft Mechanic/Technician Powerplant
47.0699,Vehicle & Mob Equip Mch,47.0699,"Vehicle & Mobile Equipment Mechanics & Repairers, Other"
48.0201,Graphic & Printing Comm,48.0201,"Graphic & Printing Equipment Operator, General"
48.0203,Commercial Art,50.0402,"Graphic Design, Commercial Art & Illustration"
49.0101,"Air Transportation, Gen",49.0101,Aviation & Airway Science
49.0104,Aviation Management,49.0104,Aviation Management
49.0105,Air Traffic Control,49.0105,Air Traffic Controller
49.0205,Truck and Bus Driving,49.0205,"Truck, Bus & Other Commercial Vehicle Operator"
49.9999,Transp & Material Movg,49.9999,"Transportation & Materials Moving Workers, Other"
50.0101,Visual & Performing Art,50.0101,Visual & Performing Arts
50.0201,"Crafts, General",50.0201,"Crafts, Folk Art & Artisanry"
50.0301,Dance,50.0301,Dance
50.0401,"Design, General",50.0401,Design & Visual Communications
50.0402,Graphic Design,50.0402,"Graphic Design, Commercial Art & Illustration"
50.0405,Theatre Design,50.0502,Technical Theater/Theater Design & Stagecraft
50.0499,"Design, Other",50.0499,"Design & Applied Arts, Other"
50.0501,Dramatic Arts,50.0501,"Drama/Theater Arts, General"
50.0601,"Film Arts, General",50.0601,Film/Cinema Studies
50.0603,Film Animation,50.0699,"Film/Video & Photographic Arts, Other"
50.0605,Photography,50.0605,Photography
50.0699,"Film Arts, Other",50.0699,"Film/Video & Photographic Arts, Other"
50.0701,"Fine Arts, General",50.0701,"Art, General"
50.0703,Art History & Appreciat,50.0703,"Art History, Criticism & Conservation"
50.0704,Arts Management,50.0704,Arts Management
50.0706,Intermedia,50.0706,Intermedia
50.0708,Painting,50.0708,Painting
50.0709,Sculpture,50.0709,Sculpture
50.0799,"Fine Arts, Other",50.0799,"Fine Arts & Art Studies, Other"
50.0901,"Music, General",50.0901,"Music, General"
50.0902,Music History & Apprec,50.0902,Music History & Literature
50.0903,Music Performance,50.0903,"Music, General Performance"
50.0904,Music Theory & Comp,50.0904,Music Theory & Composition
50.0999,"Music, Other",50.0999,"Music, Other"
50.9999,"Visual & Perf Art, Oth",50.9999,"Visual & Performing Arts, Other"